freq,purpose,c_dest,duration,age,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	150887 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2636032 	2039530 	4578827 	6096360 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	39241 u	38478 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	238578 u	196020 u	505412 	600311 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3131338 	2344882 	5153250 	6820632 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	349028 u	305456 u	535521 u	907281 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	57689 u	183172 	325938 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	103338 	86594 	121440 	153151 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	258314 	159689 	746292 	880862 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	26190 	17287 	69580 	67244 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	19014 u	17491 u	49508 	44598 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	107494 u	142245 u	389534 	559897 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	143679 u	200126 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	50807 u	31893 u	68687 	124211 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	33458 u	: u	51928 u	68268 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	69129 u	100205 u	125273 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-54,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	37837 u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	124581 u	180556 u	327851 u	415675 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	178891 u	: u	178846 u	279376 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	124791 u	164466 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	70727 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1351207 u	1136590 u	2571996 	2572547 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	278502 u	259986 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	4062833 	3486032 	8275621 	10246406 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	59502 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	45947 u	: u	62147 	58440 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	348577 	335409 	846198 	1025389 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	4785936 	4201523 	9747613 	11925035 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	240169 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	801652 	605366 	1003966 	1587760 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	97507 u	112301 	262126 	469945 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	126685 	156751 	157370 	187633 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	422841 	267824 	1299830 	1651249 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	492141 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	40798 	26908 	127279 	117542 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	32408 u	28160 	79677 	100884 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	62777 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	13997 u	33287 u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	180615 u	188978 	520654 	676543 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	336281 u	290699 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	86555 	55091 	111514 	207972 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	62576 u	: u	97025 	104889 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	361960 u	424777 u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	117847 	144822 	208069 
A,TOTAL,NEU27_2020_FOR,N1-3,Y45-64,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	184750 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	127750 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	56517 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1455161 u	1118408 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	1426801 	1446502 	3696795 	4150047 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	22906 u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	109998 u	139389 u	340786 	425078 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1654599 	1856641 	4594363 	5104403 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	452625 u	299911 u	468445 u	680479 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	70423 u	54613 u	78954 u	144008 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	23347 u	70157 	35930 u	34482 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	164527 	108135 u	553538 	770387 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	14608 	9621 u	57699 	50298 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	10669 u	30169 u	56286 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	73122 u	46733 u	131119 	116647 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	35747 u	23198 u	42827 u	83761 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	45097 u	36621 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	48718 u	44618 u	82795 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y55-64,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	159256 	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	302636 	555905 	1250579 	1515947 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	375240 	200154 u	644557 	848720 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	82953 u	234144 	318945 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	199914 u	235735 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	215106 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	3551177 	2583605 u	6742240 	7385711 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	300382 u	: u	670342 	730561 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	10742163 	8995789 	23266966 	29815278 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	55232 u	: u	123038 u	143798 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	90839 u	66436 u	125998 	128782 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1047768 	1072090 	2413270 	2908790 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	12850643 	11105073 	27246400 	34250988 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	242055 u	158931 u	313847 u	693763 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2090954 	1544914 	3045498 	4852107 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	267080 	332376 	609009 	926189 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	427368 	557330 	780309 	798523 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1163274 	1047017 	3736268 	4759058 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1074723 u	1334899 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	119926 	78649 	283911 	251213 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	66106 	77113 	194502 	245937 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	134886 	191397 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	42055 u	116253 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	48706 	29091 u	53323 	104552 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	703564 	366350 	1564413 	1869137 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	752404 	728991 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	363099 	191384 	490599 	629053 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	147277 	: u	209074 	271697 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	70181 u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	905460 	1088797 u	1660398 u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	287344 	480272 	972632 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE15,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	175215 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	735917 	807031 	1935703 	2597618 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	21651 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	116034 u	144193 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	909273 	1288998 	2382838 	3003241 e
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	312735 u	459251 u	599589 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	19468 u	69451 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	19312 u	: u	19713 u	25430 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	104916 	153705 	361298 	501025 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	24655 u	14041 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	96307 	102740 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	25875 u	39747 u	27804 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	39301 u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_GE65,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_LT15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_LT15,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_LT15,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	501576 	: 
A,TOTAL,NEU27_2020_FOR,N1-3,Y_LT15,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_LT15,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,NEU27_2020_FOR,N1-3,Y_LT15,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	113410 u	: 	: 	: 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1395588 u	2171427 	4327363 	4750163 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2057220 	2440474 	5016826 	5514855 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	241168 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	421047 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1185468 u	1881287 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	19492452 u	29971906 u	35702488 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	5337248 u	: u	3304078 u	4020267 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	28834923 	37204177 	75590031 	94097969 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	290778 u	435755 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	240284 u	257925 u	561845 	564527 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1918290 	2786453 u	6810093 	6186866 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	37559218 	43631595 	85013187 	106248420 e
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	2592884 u	5640234 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2508014 	1731605 u	4324884 	14849286 
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	410004 u	555588 u	495305 u
A,TOTAL,NEU27_2020_FOR,N_GE1,Y15-24,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	123633 	220118 	226064 	395610 
