freq,c_dest,purpose,duration,sex,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,WORLD,PER,N_GE1,M,NR,NL	21132834 b	20426722 	19607816 	18876631 	19186658 	20202103 	20632003 	21107983 	13408247 	18372397 	18685402 	20396042 
A,WORLD,PER,N_GE1,M,NR,NO	: 	7544892 	9347336 	8536187 	9202782 	8858750 	10510853 	: 	: 	10347354 	11631179 	11262057 
A,WORLD,PER,N_GE1,M,NR,PL	22295551 	22205977 	20832899 b	22021906 	23909084 	25188337 	26270231 	27937251 	20697141 	24924361 	29078248 	29812958 
A,WORLD,PER,N_GE1,M,NR,PT	6113319 	6188874 	6063328 	6520035 	6570089 	7393448 	7606181 	8281522 	5178627 	6183405 	7980402 	8305657 
A,WORLD,PER,N_GE1,M,NR,RO	8279833 	8513046 	8463108 	8052312 	8450308 	8720490 	9034421 	9514705 	5944309 	8780110 	9140238 	10359862 
A,WORLD,PER,N_GE1,M,NR,RS	: 	: 	: 	: 	: 	: 	793667 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,M,NR,SE	: 	: 	15831255 	17842937 	18501310 	23340048 	21694942 	22313428 	25251379 	26127440 	32843799 	: 
A,WORLD,PER,N_GE1,M,NR,SI	2084023 	2121436 	1887003 	1933854 	1880831 	1894570 	2334733 	2106476 	1161896 	2434269 	2591260 	3569615 
A,WORLD,PER,N_GE1,M,NR,SK	2787400 	2808312 b	2302762 	3244881 	3815639 	4619819 	4324195 	4961904 	2055874 	3144018 	5052611 	5472137 
A,WORLD,PER,N_GE1,M,NR,UK	65550494 	66451389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,T,NR,AL	: 	: 	: 	: 	: 	4093342 	: 	5088307 	3170057 	: 	: 	: 
A,WORLD,PER,N_GE1,T,NR,AT	18001628 	18239891 	18340796 	17907562 	19682970 	19600944 	20262208 	21207526 	12653530 	16143182 	25024565 	27011515 
A,WORLD,PER,N_GE1,T,NR,BE	10158987 	12211145 	12067008 	12872666 	14617157 	13951289 b	15499574 	16840325 	8722366 	12036481 	16934367 	17915979 
A,WORLD,PER,N_GE1,T,NR,BG	3423764 b	3742658 	3578596 	2914114 	3419777 	5267997 	4888958 	4738598 	2411954 	3061759 	4140706 	4625663 
A,WORLD,PER,N_GE1,T,NR,CH	16890799 	18442005 	17838543 	18820168 	18955034 	20653678 	20405245 	18493170 	12910825 	13439533 	17694674 	: 
A,WORLD,PER,N_GE1,T,NR,CY	2283614 b	2172985 	2270230 	2197131 	2379840 	2514958 	2742619 	2876725 	2073038 	2249002 	2730615 	2969329 
A,WORLD,PER,N_GE1,T,NR,CZ	31406312 	29608213 	31442035 	28731506 	31607474 	34413101 	33174826 	33484994 	22635926 	25415885 	32086388 	27098050 
A,WORLD,PER,N_GE1,T,NR,DE	199765991 	207226639 	197188861 	210083293 	213495421 	202296144 	225708302 	219584535 	126363886 	156531167 	191695483 	216368017 
A,WORLD,PER,N_GE1,T,NR,DK	26443296 	29281207 b	30211808 	30118473 	27320116 	23658365 	15262792 	26018826 	19504887 	14854001 	16276151 	16080571 
A,WORLD,PER,N_GE1,T,NR,EA20	751628067 	745688895 	734721105 	732621214 	752516977 	772848362 	813689128 	806574823 	495987079 	632076467 	765257251 	816155487 
A,WORLD,PER,N_GE1,T,NR,EE	2513880 	2449846 	3285966 	3293653 	3743081 	3830927 	5520344 	4376654 	2366437 	2499215 	3337308 	4099544 
A,WORLD,PER,N_GE1,T,NR,EL	6778200 	5162644 	5971715 	5452536 	5192322 	5917301 	6318386 	5781321 	4603998 	5053178 	6652808 	6678092 
A,WORLD,PER,N_GE1,T,NR,ES	124268339 	121547454 	118949657 	129381060 b	136718002 	144731444 	146661580 	145713398 	76102977 	109029569 	131651380 	138318957 
A,WORLD,PER,N_GE1,T,NR,EU27_2020	925601849 e	920854978 e	912193104 	911695636 	936620258 	974851942 	1005882648 	1014172264 	652081790 	804399985 	976628947 	1032804824 e
A,WORLD,PER,N_GE1,T,NR,FI	33897695 b	33551261 	32270880 	32981505 	33206047 	33997694 	33093970 	33082843 	23336399 	29246905 	29755346 	27496056 
A,WORLD,PER,N_GE1,T,NR,FR	203184738 	203602292 	205903787 	183110642 	179613679 	196173554 	196114914 	193354601 	147988211 	181771179 	206169571 	217636261 
A,WORLD,PER,N_GE1,T,NR,HR	7284473 	7709380 	6649823 	5653498 	3757674 	4057749 	4331636 	5125886 	2787061 	3553325 	4042206 	5006498 
A,WORLD,PER,N_GE1,T,NR,HU	17558336 	15303319 	16560041 	17283948 	17389453 	17913939 	18559360 	19051406 	9690202 	10832887 	15297544 	16198655 
A,WORLD,PER,N_GE1,T,NR,IE	11116378 	11132809 	11372091 	11720060 	12406347 	13379728 	14620524 	15689226 	7648824 	6127487 	16961759 	17630155 
A,WORLD,PER,N_GE1,T,NR,IT	55155456 	46424986 	46881229 b	43875348 	50828763 	50794932 	59337852 	54538932 	29769407 	33442757 	43568101 	41088808 
A,WORLD,PER,N_GE1,T,NR,LT	3591817 	3697248 	3740470 	3796313 	3757500 	3788279 	4067849 	4299140 	2637489 	3342817 	4637125 	5084292 
A,WORLD,PER,N_GE1,T,NR,LU	1354875 	1404240 	1540940 	1471638 	1411381 	1975826 	2068951 	2071537 	1388693 	1784687 	2663071 	2831225 
A,WORLD,PER,N_GE1,T,NR,LV	4752603 	3980389 	4369740 	3972359 	4071859 	3969184 	3722889 	3728515 	1710120 	2789931 	3939978 	4329881 
A,WORLD,PER,N_GE1,T,NR,ME	: 	: 	: 	: 	1374144 	1270386 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	534230 	288966 	461664 	: 	: 
A,WORLD,PER,N_GE1,T,NR,MT	437605 	457866 	485803 b	517739 	637075 	688388 	752720 	785453 	500528 	599243 	865837 	1087320 
A,WORLD,PER,N_GE1,T,NR,NL	44231312 b	41109704 	40200462 	39309747 	40251419 	41545466 	41009898 	42583347 	26617535 	41330407 	41989800 	44135885 
A,WORLD,PER,N_GE1,T,NR,NO	: 	15919247 	19137212 	17879796 	17453107 	18374095 	22236771 	: 	: 	20231575 	25104032 	24074584 
A,WORLD,PER,N_GE1,T,NR,PL	45393594 	47381735 	46601121 b	48700497 	52548595 	55176857 	57605263 	60624660 	42760021 	50799165 	60469189 	62464709 
A,WORLD,PER,N_GE1,T,NR,PT	12827024 	13658478 	13203235 	14171255 	14375075 	16025008 	16539484 	18576455 	11468879 	13656709 	17464959 	18408222 
A,WORLD,PER,N_GE1,T,NR,RO	16410642 	17177613 	16855253 	16070931 	16768435 	17270735 	17831849 	18751902 	11409029 	16956911 	17879468 	20977578 
A,WORLD,PER,N_GE1,T,NR,RS	: 	: 	: 	: 	: 	: 	1548475 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,T,NR,SE	: 	: 	32223146 	35254954 	35049431 	48302587 	44870473 	44927054 	47682692 	50402910 	65222248 	: 
A,WORLD,PER,N_GE1,T,NR,SI	4054317 	4216638 	4044835 	3869157 	4055686 	4288161 	4575093 	4305022 	2252926 	4962591 	5412733 	7063397 
A,WORLD,PER,N_GE1,T,NR,SK	5969134 	5733000 b	5983576 	6984050 	8315679 	9321385 	10740338 	12053384 	4994776 	5926636 	9760240 	10996056 
A,WORLD,PER,N_GE1,T,NR,UK	136157487 	135898066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,F,NR,AL	: 	: 	: 	: 	: 	714226 	: 	1050358 	608454 	: 	: 	: 
A,WORLD,PER,N_GE4,F,NR,AT	5136037 	5008205 	4864988 	4706485 	5216390 	5176832 	5062796 	5308872 	2693838 	3798557 	5677804 	6638700 
A,WORLD,PER,N_GE4,F,NR,BE	3360402 	4116250 	3950590 	3902749 	4985177 	4263037 b	4913906 	5215774 	2634106 	3439600 	5247387 	5504346 
A,WORLD,PER,N_GE4,F,NR,BG	688624 b	880984 	814288 	729581 	904130 	1233535 	1255572 	1120889 	581045 	680696 	1062532 	1218302 
A,WORLD,PER,N_GE4,F,NR,CH	5160650 	5336887 	5257046 	5561843 	5672993 	6350553 	6200203 	5368959 	3785428 	4137053 	5312777 	: 
A,WORLD,PER,N_GE4,F,NR,CY	592323 b	626047 	690345 	525509 	604892 	644865 	646820 	664371 	294574 	298827 	662569 	741966 
A,WORLD,PER,N_GE4,F,NR,CZ	6351154 	6015600 	6174812 	5896181 	6631261 	6858194 	6799178 	7281752 	4823084 	5345229 	6990096 	6584863 
A,WORLD,PER,N_GE4,F,NR,DE	52781967 	55852126 	56184476 	55097354 	58135124 	58657825 	67892460 	61472333 	30635707 	41406357 	59003019 	65267802 
A,WORLD,PER,N_GE4,F,NR,DK	4104328 	3848322 b	4454394 	4016414 	4103844 	4267005 	4118044 	6183380 	3717845 	2890663 	3662167 	3717928 
A,WORLD,PER,N_GE4,F,NR,EA20	178043348 	180272385 	179576104 	173203017 	180625449 	185823472 	201488161 	195287968 	115056047 	147568779 	191512295 	199785632 
A,WORLD,PER,N_GE4,F,NR,EE	451587 	402144 	465016 	441931 	439021 	480808 	686026 	583418 	254698 	353799 	480683 	562191 
A,WORLD,PER,N_GE4,F,NR,EL	2126614 	1974793 	2265730 	2073868 	2018158 	2332734 	2442867 	2302551 	1790924 	1953642 	2505940 	2634737 
A,WORLD,PER,N_GE4,F,NR,ES	20255616 	19908205 	19104378 	20074610 b	22215503 	22849518 	23460930 	24174184 	12697104 	18067353 	22779048 	25278471 
A,WORLD,PER,N_GE4,F,NR,EU27_2020	212659666 e	216073632 e	216236053 	209324759 	218478434 	230519984 	246401633 	243664997 	144985264 	181810035 	237434552 	247966720 e
A,WORLD,PER,N_GE4,F,NR,FI	4699372 b	4581518 	4868992 	4908304 	4927082 	4873290 	5353121 	5674733 	4074715 	4767930 	5663343 	5191751 
A,WORLD,PER,N_GE4,F,NR,FR	52043446 	52602698 	53268518 	48049525 	46854163 	49673314 	50909224 	48523067 	38325462 	44640033 	51001769 	48285747 
A,WORLD,PER,N_GE4,F,NR,HR	1715617 	1779958 	1473298 	1462831 	914874 	1188891 	1132596 	1338052 	722805 	881252 	971817 	1310431 
A,WORLD,PER,N_GE4,F,NR,HU	3149436 	2910871 	3040313 	3146108 	3085370 	3154889 	3534883 	3688753 	1667932 	1961301 	2865830 	3248953 
A,WORLD,PER,N_GE4,F,NR,IE	2510995 	2550034 	2526118 	2586918 	2792974 	2900865 	3028807 	3308794 	1251995 	1179043 	3368144 	3527129 
A,WORLD,PER,N_GE4,F,NR,IT	14819332 	13980545 	13258827 b	12437975 	13852900 	14068581 	16287936 	15874327 	8588869 	10966178 	13250560 	12511300 
A,WORLD,PER,N_GE4,F,NR,LT	748497 	834048 	812433 	815303 	834912 	863369 	958662 	990780 	404837 	463299 	871679 	1000691 
A,WORLD,PER,N_GE4,F,NR,LU	435666 	433029 	449088 	472142 	486497 	618563 	667098 	602464 	399287 	567935 	813637 	883030 
A,WORLD,PER,N_GE4,F,NR,LV	616014 	554478 	730819 	549542 	504663 	539005 	534561 	614058 	271595 	358131 	581726 	692740 
A,WORLD,PER,N_GE4,F,NR,ME	: 	: 	: 	: 	314792 	273322 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	181094 	60613 	134521 	: 	: 
A,WORLD,PER,N_GE4,F,NR,MT	110062 	113337 	138843 b	142616 	160947 	190258 	211913 	222265 	85952 	116178 	226279 	275707 
A,WORLD,PER,N_GE4,F,NR,NL	10753791 b	10086597 	9911095 	9959142 	10509073 	10806543 	10826660 	11055158 	6163499 	9552738 	12249624 	12520263 
A,WORLD,PER,N_GE4,F,NR,NO	: 	3966839 	4669813 	4286699 	3872714 	4561977 	4380519 	: 	: 	3679387 	5495232 	5258325 
A,WORLD,PER,N_GE4,F,NR,PL	10721291 	12471265 	12747361 b	13210790 	14054347 	14724267 	15481221 	16234357 	10575627 	12500169 	15940818 	16463810 
A,WORLD,PER,N_GE4,F,NR,PT	2093750 	2516358 	2154278 	2402359 	2271339 	2686926 	2793878 	3306392 	2245739 	2680854 	3112089 	3270046 
A,WORLD,PER,N_GE4,F,NR,RO	3231459 	3431530 	3271744 	3009193 	3092885 	3037380 	3296736 	3786398 	2108116 	3178918 	3433798 	4249622 
A,WORLD,PER,N_GE4,F,NR,RS	: 	: 	: 	: 	: 	: 	413927 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,F,NR,SE	: 	: 	6157037 	6113475 	5981147 	11421242 	10427836 	10081500 	6455567 	7684280 	11967016 	: 
A,WORLD,PER,N_GE4,F,NR,SI	801485 	847105 	802275 	842755 	961876 	938478 	924545 	918424 	523305 	944073 	1236745 	1360234 
A,WORLD,PER,N_GE4,F,NR,SK	1990776 	1504908 b	1655996 	1751099 	1939885 	2069771 	2753355 	3137953 	997039 	1133001 	1808435 	2328350 
A,WORLD,PER,N_GE4,F,NR,UK	32727683 	32512876 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,M,NR,AL	: 	: 	: 	: 	: 	689303 	: 	937649 	576260 	: 	: 	: 
A,WORLD,PER,N_GE4,M,NR,AT	4270226 	4193472 	3916529 	4016436 	4366451 	4438221 	4551312 	4574795 	2319243 	3567921 	5382893 	5957046 
A,WORLD,PER,N_GE4,M,NR,BE	3151983 	3799766 	3795737 	3701248 	4189521 	4015053 b	4378880 	4916682 	2384961 	3242416 	4892397 	5056504 
A,WORLD,PER,N_GE4,M,NR,BG	658607 b	821945 	718512 	629290 	769628 	1119165 	1013877 	1065809 	563019 	645140 	912339 	1053967 
A,WORLD,PER,N_GE4,M,NR,CH	4600525 	4668201 	4943621 	4838770 	5506235 	5705362 	5787702 	5424557 	3434952 	3418783 	5320833 	: 
A,WORLD,PER,N_GE4,M,NR,CY	458799 b	495493 	468795 	432057 	477399 	467723 	511013 	545679 	245321 	287289 	460673 	632406 
A,WORLD,PER,N_GE4,M,NR,CZ	5375749 	5266353 	5558249 	5394183 	5998381 	6164514 	6074486 	6232955 	4452303 	5080827 	6323074 	5918377 
A,WORLD,PER,N_GE4,M,NR,DE	48199304 	49123282 	46974788 	50097380 	51161607 	49649851 	56368209 	56188979 	30885421 	35445937 	50390236 	56265293 
A,WORLD,PER,N_GE4,M,NR,DK	3468815 	3862101 b	3646642 	3887681 	3308065 	3572723 	3558153 	4742222 	2973389 	2413577 	2837441 	2924892 
A,WORLD,PER,N_GE4,M,NR,EA20	158894568 	159038352 	154904003 	152755016 	156347824 	158632800 	169910717 	170859704 	102437064 	124379909 	162032243 	175675799 
A,WORLD,PER,N_GE4,M,NR,EE	249008 	265907 	287663 	335889 	311510 	331348 	503821 	478902 	214679 	232282 	327273 	470331 
A,WORLD,PER,N_GE4,M,NR,EL	1902331 	1762789 	2012057 	1798921 	1741077 	2014444 	2195189 	2020776 	1597545 	1814495 	2369701 	2429687 
A,WORLD,PER,N_GE4,M,NR,ES	17559517 	17025213 	16758580 	17938477 b	18652314 	19324404 	20192591 	20276008 	11039823 	15672150 	19782667 	21009036 
A,WORLD,PER,N_GE4,M,NR,EU27_2020	189361184 e	190595458 e	185670137 	184481836 	189461415 	198648814 	209330807 	213749304 	131313792 	157758178 	204806413 	220236808 e
A,WORLD,PER,N_GE4,M,NR,FI	4177641 b	4168362 	3941046 	4030998 	4094888 	4168363 	4330660 	4563695 	3821113 	4191336 	5144327 	4432196 
A,WORLD,PER,N_GE4,M,NR,FR	45192065 	46345743 	47078931 	41280215 	40896048 	41171879 	41565096 	40215878 	29880246 	34440073 	39137377 	43634453 
A,WORLD,PER,N_GE4,M,NR,HR	1486472 	1739228 	1286434 	1411919 	883668 	877272 	1007213 	1039037 	606676 	920409 	1024513 	1077152 
A,WORLD,PER,N_GE4,M,NR,HU	2586581 	2431039 	2486227 	2595748 	2603090 	2715411 	3067645 	3187248 	1498146 	1715459 	2490389 	2965758 
A,WORLD,PER,N_GE4,M,NR,IE	2175053 	2115580 	2055657 	2147664 	2385302 	2465943 	2503555 	2955408 	1139505 	1070913 	2907889 	3253092 
A,WORLD,PER,N_GE4,M,NR,IT	14049802 	12446747 	11487789 b	10044768 	11551316 	12665662 	14042672 	13960523 	7784777 	9838959 	12104599 	11786263 
A,WORLD,PER,N_GE4,M,NR,LT	605279 	641967 	638310 	641304 	645420 	674382 	729140 	745228 	317180 	383795 	684311 	713963 
A,WORLD,PER,N_GE4,M,NR,LU	404230 	431633 	468264 	434955 	459687 	638939 	613281 	624796 	431480 	543898 	884268 	816765 
A,WORLD,PER,N_GE4,M,NR,LV	364391 	326057 	494916 	379724 	343284 	345198 	384442 	433085 	167512 	260239 	380750 	530966 
A,WORLD,PER,N_GE4,M,NR,ME	: 	: 	: 	: 	336007 	290906 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	170696 	58824 	132126 	: 	: 
A,WORLD,PER,N_GE4,M,NR,MT	115068 	121068 	123994 b	141513 	144619 	185059 	220402 	229539 	83554 	126458 	217268 	278173 
A,WORLD,PER,N_GE4,M,NR,NL	10343325 b	10034938 	9854138 	9729854 	9990587 	10601931 	10989953 	11568676 	6530507 	8180218 	10528823 	11278096 
A,WORLD,PER,N_GE4,M,NR,NO	: 	3348034 	4004404 	3878610 	4077677 	3963176 	3868310 	: 	: 	3452480 	4772206 	4350247 
A,WORLD,PER,N_GE4,M,NR,PL	9417521 	10455449 	9803307 b	10417712 	11215030 	11772867 	12448049 	13538707 	9593011 	11637906 	13979677 	14431177 
A,WORLD,PER,N_GE4,M,NR,PT	1771619 	2067121 	1755833 	1972581 	1845262 	2172901 	2136330 	2524507 	1830308 	2140664 	2523020 	2662262 
A,WORLD,PER,N_GE4,M,NR,RO	3474450 	3344983 	3251698 	2915713 	3078080 	3086072 	3398020 	3824977 	2260016 	3296317 	3551648 	3813138 
A,WORLD,PER,N_GE4,M,NR,RS	: 	: 	: 	: 	: 	: 	410681 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,M,NR,SE	: 	: 	5301498 	5886494 	6141316 	11585262 	9859860 	10297681 	7536845 	8589042 	12679601 	: 
A,WORLD,PER,N_GE4,M,NR,SI	762391 	692707 	662717 	800956 	771117 	655887 	896460 	819427 	507889 	850952 	1053308 	1265739 
A,WORLD,PER,N_GE4,M,NR,SK	1656065 	1241277 b	841825 	1418155 	1436749 	1768338 	1790497 	2178084 	649325 	1169505 	1835953 	2126376 
A,WORLD,PER,N_GE4,M,NR,UK	30268774 	31139605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,T,NR,AL	: 	: 	: 	: 	: 	1403529 	: 	1988007 	1184714 	: 	: 	: 
A,WORLD,PER,N_GE4,T,NR,AT	9406262 	9201677 	8781517 	8722921 	9582841 	9615054 	9614109 	9883667 	5013080 	7366478 	11060697 	12595746 
A,WORLD,PER,N_GE4,T,NR,BE	6512385 	7916016 	7746327 	7603997 	9174698 	8278090 b	9292785 	10132456 	5019067 	6682016 	10139785 	10560850 
A,WORLD,PER,N_GE4,T,NR,BG	1347231 b	1702929 	1532800 	1358871 	1673758 	2352700 	2269449 	2186699 	1144064 	1325836 	1974871 	2272269 
A,WORLD,PER,N_GE4,T,NR,CH	9761174 	10005088 	10200668 	10400613 	11179228 	12055915 	11987905 	10793517 	7220380 	7555836 	10633610 	: 
A,WORLD,PER,N_GE4,T,NR,CY	1051122 b	1121540 	1159140 	957565 	1082291 	1112588 	1157833 	1210050 	539894 	586116 	1123241 	1374372 
A,WORLD,PER,N_GE4,T,NR,CZ	11726904 	11281952 	11733061 	11290363 	12629643 	13022708 	12873664 	13514706 	9275387 	10426056 	13313170 	12503240 
A,WORLD,PER,N_GE4,T,NR,DE	100981271 	104975409 	103159264 	105194733 	109296731 	108307676 	124260670 	117661312 	61521129 	76852294 	109393255 	121533095 
A,WORLD,PER,N_GE4,T,NR,DK	7573143 	7710422 b	8101036 	7904095 	7411909 	7839728 	7676198 	10925602 	6691235 	5304240 	6499608 	6642820 
A,WORLD,PER,N_GE4,T,NR,EA20	336937916 	339310737 	334480107 	325958033 	336973274 	344456272 	371398878 	366147673 	217493111 	271948688 	353544539 	375461431 
A,WORLD,PER,N_GE4,T,NR,EE	700595 	668052 	752679 	777821 	750531 	812155 	1189846 	1062320 	469376 	586081 	807956 	1032521 
A,WORLD,PER,N_GE4,T,NR,EL	4028945 	3737582 	4277788 	3872789 	3759235 	4347179 	4638057 	4323327 	3388469 	3768137 	4875641 	5064424 
A,WORLD,PER,N_GE4,T,NR,ES	37815133 	36933418 	35862958 	38013087 b	40867817 	42173922 	43653521 	44450192 	23736927 	33739503 	42561715 	46287507 
A,WORLD,PER,N_GE4,T,NR,EU27_2020	402020850 e	406669090 e	401906190 	393806595 	407939849 	429168798 	455732440 	457414301 	276299056 	339568213 	442240965 	468203527 e
A,WORLD,PER,N_GE4,T,NR,FI	8877013 b	8749880 	8810039 	8939302 	9021970 	9041654 	9683781 	10238428 	7895828 	8959267 	10807669 	9623946 
A,WORLD,PER,N_GE4,T,NR,FR	97235511 	98948441 	100347449 	89329740 	87750211 	90845193 	92474320 	88738945 	68205709 	79080106 	90139145 	91920200 
A,WORLD,PER,N_GE4,T,NR,HR	3202089 	3519186 	2759732 	2874750 	1798542 	2066163 	2139810 	2377089 	1329481 	1801662 	1996329 	2387583 
A,WORLD,PER,N_GE4,T,NR,HU	5736017 	5341910 	5526540 	5741856 	5688460 	5870300 	6602528 	6876001 	3166078 	3676760 	5356219 	6214711 
A,WORLD,PER,N_GE4,T,NR,IE	4686048 	4665614 	4581775 	4734582 	5178276 	5366808 	5532362 	6264201 	2391500 	2249957 	6276033 	6780222 
A,WORLD,PER,N_GE4,T,NR,IT	28869134 	26427292 	24746615 b	22482744 	25404215 	26734243 	30330608 	29834849 	16373646 	20805137 	25355158 	24297563 
A,WORLD,PER,N_GE4,T,NR,LT	1353776 	1476015 	1450743 	1456607 	1480332 	1537751 	1687802 	1736008 	722018 	847094 	1555990 	1714654 
A,WORLD,PER,N_GE4,T,NR,LU	839895 	864663 	917353 	907097 	946184 	1257502 	1280379 	1227260 	830766 	1111832 	1697906 	1699794 
A,WORLD,PER,N_GE4,T,NR,LV	980405 	880535 	1225735 	929266 	847947 	884203 	919002 	1047143 	439106 	618371 	962476 	1223706 
A,WORLD,PER,N_GE4,T,NR,ME	: 	: 	: 	: 	650798 	564228 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	351790 	119437 	266647 	: 	: 
A,WORLD,PER,N_GE4,T,NR,MT	225130 	234405 	262836 b	284129 	305566 	375318 	432315 	451804 	169506 	242635 	443547 	553880 
A,WORLD,PER,N_GE4,T,NR,NL	21097116 b	20121536 	19765233 	19688996 	20499659 	21408473 	21816612 	22623834 	12694006 	17732955 	22778447 	23798359 
A,WORLD,PER,N_GE4,T,NR,NO	: 	7314873 	8674217 	8165309 	7950392 	8525153 	8248829 	: 	: 	7131867 	10267438 	9608572 
A,WORLD,PER,N_GE4,T,NR,PL	20138812 	22926714 	22550668 b	23628502 	25269378 	26497134 	27929270 	29773064 	20168638 	24138076 	29920495 	30894988 
A,WORLD,PER,N_GE4,T,NR,PT	3865369 	4583479 	3910111 	4374940 	4116601 	4859827 	4930208 	5830899 	4076046 	4821518 	5635108 	5932309 
A,WORLD,PER,N_GE4,T,NR,RO	6705909 	6776513 	6523442 	5924906 	6170965 	6123453 	6694756 	7611376 	4368132 	6475235 	6985446 	8062760 
A,WORLD,PER,N_GE4,T,NR,RS	: 	: 	: 	: 	: 	: 	824608 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,T,NR,SE	: 	: 	11458535 	11999969 	12122463 	23006504 	20287697 	20379181 	13992412 	16273323 	24646616 	: 
A,WORLD,PER,N_GE4,T,NR,SI	1563876 	1539812 	1464992 	1643712 	1732994 	1594365 	1821005 	1737851 	1031194 	1795024 	2290052 	2625973 
A,WORLD,PER,N_GE4,T,NR,SK	3646841 	2746186 b	2497822 	3169254 	3376634 	3838109 	4543852 	5316037 	1646365 	2302506 	3644388 	4454726 
A,WORLD,PER,N_GE4,T,NR,UK	62996457 	63652480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PROF,N1-3,F,NR,AL	: 	: 	: 	: 	: 	44105 	: 	70487 	: u	: 	: 	: 
A,WORLD,PROF,N1-3,F,NR,AT	1194187 	1025755 	902633 	914310 	857507 	759601 	812636 	896551 	270579 	399484 	698990 	864935 
A,WORLD,PROF,N1-3,F,NR,BE	367767 	177235 	172995 	266059 	298344 	260647 b	309733 	292178 	160876 	89399 u	214386 	305514 
A,WORLD,PROF,N1-3,F,NR,BG	31154 bu	66440 	54967 u	46431 u	49778 u	74259 u	67172 u	55948 u	: u	: u	69887 u	35501 u
A,WORLD,PROF,N1-3,F,NR,CH	321302 u	234175 u	289363 u	240089 u	206992 u	251231 u	295151 	301558 u	: u	: u	157914 u	: 
A,WORLD,PROF,N1-3,F,NR,CY	50852 b	32310 	38455 u	27736 u	58011 	44954 u	35790 u	49927 u	: u	: u	23333 u	47583 
A,WORLD,PROF,N1-3,F,NR,CZ	259731 	293363 	282011 	216165 	309524 	238876 	272408 	261135 	: u	: u	183788 u	272085 
A,WORLD,PROF,N1-3,F,NR,DE	8502854 	7538267 	7348401 	7619877 	9181738 	8546997 	7737953 	8076136 	3954636 	4352675 	5054294 	6127843 
A,WORLD,PROF,N1-3,F,NR,DK	542600 	841877 b	604447 	1117902 	697945 	720704 	750567 	972818 	138856 u	439025 	517040 	669136 
A,WORLD,PROF,N1-3,F,NR,EA20	23124557 	20315919 	19864394 	18973232 	21156622 	24039558 	23371608 	23738439 	11246473 	12425529 	18299418 	20438417 
A,WORLD,PROF,N1-3,F,NR,EE	131235 	124568 	181932 	186959 	279604 	255738 	350326 	231535 	132945 	90322 	133732 	209229 
A,WORLD,PROF,N1-3,F,NR,EL	45392 	59618 	63462 	80239 	69439 	40464 	45804 	59294 	17018 u	37700 u	48919 	39896 
A,WORLD,PROF,N1-3,F,NR,ES	1692059 	1539910 	1361582 	1306437 b	1365674 	1682374 	1760652 	1690802 	434559 	878450 	1457351 	2051374 
A,WORLD,PROF,N1-3,F,NR,EU27_2020	27596077 e	25307393 e	23709947 	22678796 	25142023 	28057192 	27433293 	27997851 	12682677 	14391228 	22866795 	25598093 e
A,WORLD,PROF,N1-3,F,NR,FI	1524079 b	1473668 	1474054 	1325156 	1502783 	1476647 	1454687 	1629526 	448376 	364729 	927720 	928196 
A,WORLD,PROF,N1-3,F,NR,FR	5361178 	4858589 	4675792 	4108510 	4197339 	7170918 	6344414 	6492960 	3881459 	4540423 	6636812 	6083719 
A,WORLD,PROF,N1-3,F,NR,HR	242934 	247176 	301975 	171549 	122201 	129232 	189772 	181143 	37094 u	48277 	126338 	163135 
A,WORLD,PROF,N1-3,F,NR,HU	187771 	214806 	142489 	159956 	152102 	150684 	190732 	168630 	96361 	72492 	167496 	184534 
A,WORLD,PROF,N1-3,F,NR,IE	220657 	239410 	236467 	280491 	329569 	326927 	357889 	332319 	104084 	86485 u	252183 	354491 
A,WORLD,PROF,N1-3,F,NR,IT	2147244 	1378313 	1308708 b	802478 u	1317557 	1145366 	1712360 	1181290 	665708 	516010 u	892017 	907785 
A,WORLD,PROF,N1-3,F,NR,LT	172603 	193078 	198128 	199790 	205186 	195280 	202683 	263759 	171517 	215138 	270846 	294570 
